0.10	0.02	0.00	0.00	0.00	0.00	0.03
-0.19	0.05	0.03	0.01	0.02	0.03	0.01
-0.15	0.00	0.00	0.01	0.00	0.04	0.00
-0.33	0.00	0.01	0.00	0.00	0.00	0.00
-0.03	0.00	0.00	0.00	0.00	0.02	0.00
-0.33	0.02	0.04	0.00	0.03	0.00	0.05
0.15	0.00	0.00	0.00	0.01	0.00	0.02
-0.11	0.00	0.00	0.00	0.00	0.10	0.04
0.12	0.07	0.06	0.02	0.00	0.27	0.25
0.21	0.00	0.00	0.02	0.00	0.29	0.29
-0.12	0.01	0.00	0.00	0.02	0.45	0.18
0.06	0.00	0.00	0.01	0.00	0.29	0.00
0.17	0.07	0.06	0.01	0.00	0.89	1.22
0.47	0.00	0.00	0.00	0.01	1.43	1.10
-0.00	0.00	0.02	0.00	0.00	0.16	0.00
-0.06	0.00	0.00	0.01	0.00	0.00	0.00
0.52	0.04	0.00	0.03	0.02	0.00	0.00
0.43	0.07	0.03	0.00	0.00	0.00	0.43
0.05	0.00	0.04	0.00	0.01	0.00	0.19
0.53	0.00	0.00	0.00	0.00	0.00	0.00
-0.42	0.02	0.00	0.04	0.00	0.00	0.00
0.05	0.00	0.00	0.00	0.00	0.00	0.00
-0.26	0.01	0.00	0.00	0.00	0.00	0.00
0.22	0.10	0.00	0.06	0.00	0.00	0.06
0.27	0.00	0.00	0.00	0.00	0.08	0.00
0.31	0.04	0.04	0.04	0.01	0.00	0.00	10	 40.223476	 28.874034	  20	28.06	18	8	2
0.31	0.04	0.04	0.04	0.01	0.00	0.00
0.15	0.00	0.00	0.01	0.00	0.30	0.26
-0.33	0.06	0.01	0.00	0.00	0.50	0.20
0.08	0.00	0.00	0.00	0.01	0.00	0.00
0.14	0.00	0.00	0.07	0.00	0.05	0.73
0.05	0.06	0.00	0.00	0.01	0.00	0.00
0.09	0.00	0.00	0.02	0.00	0.00	0.35
0.12	0.02	0.00	0.00	0.00	0.00	0.38
0.04	0.00	0.00	0.00	0.00	0.00	0.00
0.12	0.04	0.00	0.04	0.00	0.00	0.00
-0.24	0.02	0.00	0.00	0.00	0.00	0.00
-0.06	0.05	0.00	0.00	0.02	0.00	0.00
-0.31	0.02	0.00	0.06	0.03	0.00	0.00
0.13	0.00	0.07	0.00	0.00	0.00	0.00
-0.22	0.00	0.00	0.00	0.00	0.00	0.00
-0.58	0.02	0.00	0.01	0.00	0.03	0.00
-0.01	0.00	0.02	0.00	0.00	0.01	0.00
-0.01	0.00	0.00	0.00	0.00	0.00	0.00
-0.13	0.00	0.03	0.00	0.00	0.04	0.00
0.46	0.00	0.00	0.00	0.00	0.00	0.01
-0.07	0.05	0.00	0.00	0.03	0.02	0.00
0.35	0.01	0.00	0.00	0.02	0.00	0.00
-0.09	0.00	0.00	0.02	0.00	0.01	0.00
0.25	0.00	0.07	0.60	0.00	0.00	0.01
0.01	0.04	0.00	0.37	0.00	0.00	0.00
0.29	0.00	0.00	0.00	0.00	0.02	0.00
0.30	0.02	0.00	0.00	0.02	0.00	0.02
0.06	0.00	2.34	3.10	0.08	0.00	0.00
0.09	0.00	0.62	0.80	0.00	0.00	0.00
-0.30	0.00	0.00	0.00	0.00	0.00	0.00
-0.42	0.00	0.30	0.00	0.00	0.00	0.00
0.20	0.00	0.61	0.17	0.00	0.00	0.00
0.37	0.07	0.49	0.23	0.00	0.03	0.00
0.28	0.00	0.25	0.15	0.00	0.00	0.02
0.26	0.04	0.22	0.17	0.00	0.00	0.02
0.03	0.00	0.07	0.07	0.00	0.03	0.00
0.32	0.00	0.00	0.06	0.00	0.00	0.00
0.21	0.00	0.04	0.07	0.00	0.00	0.00
-0.11	0.00	0.05	0.02	0.00	0.02	0.00
0.23	0.00	0.00	0.00	0.00	0.01	0.02
0.26	0.08	0.00	0.01	0.00	0.00	0.00
0.13	0.20	0.18	0.00	0.00	0.02	0.00
0.09	0.11	0.00	0.00	0.00	0.04	0.00
0.06	0.39	0.00	0.08	0.00	0.03	0.00
0.08	0.51	0.00	0.08	0.13	0.10	0.00
0.29	0.00	0.00	0.00	0.57	0.00	0.00
-0.19	0.66	0.07	0.00	0.00	0.00	0.05
0.10	2.28	0.07	0.00	0.00	0.00	0.05
0.14	1.13	0.00	0.00	0.00	0.00	0.00
-0.14	0.00	0.00	0.01	1.95	0.05	0.00
0.01	0.00	0.03	0.00	1.26	0.04	0.00
0.33	0.07	0.00	0.00	0.00	0.00	0.00
0.01	0.00	0.05	0.00	0.00	0.01	0.01
-0.23	0.00	0.00	0.00	0.28	0.00	0.02
-0.17	0.00	0.02	0.04	0.32	0.04	0.00
0.38	0.00	0.00	0.00	0.24	0.02	0.00
0.53	0.00	0.00	0.00	0.05	0.00	0.04
-0.13	0.00	0.01	0.00	0.00	0.00	0.04
-0.26	0.00	0.04	0.00	0.00	0.00	0.00
0.16	0.06	0.04	0.00	0.00	0.00	0.00
-0.13	0.09	0.00	0.00	0.02	0.07	0.00
-0.07	0.07	0.00	0.06	0.02	0.04	0.01
-0.06	0.00	0.00	0.06	0.00	0.05	0.01
0.20	0.00	0.04	0.00	0.00	0.03	0.03
0.39	0.00	0.04	0.00	0.00	0.05	0.10
0.18	0.00	0.00	0.00	0.00	0.19	0.22
-0.05	0.00	0.00	0.00	0.00	0.45	0.28
-0.24	0.05	0.04	0.00	0.02	0.55	0.25
0.02	0.00	0.00	0.04	0.00	0.00	0.00
0.01	0.03	0.00	0.04	0.00	0.65	1.15
0.05	0.06	0.00	0.00	0.00	0.46	0.45
