0.04	0.00	0.00	0.01	1.90	0.02	0.02
-0.02	0.00	0.00	0.00	0.50	0.04	0.00
-0.15	0.09	0.00	0.02	0.00	0.00	0.00
0.02	0.00	0.02	0.03	0.00	0.05	0.00
-0.05	0.00	0.00	0.01	0.28	0.01	0.02
-0.09	0.00	0.04	0.00	0.34	0.00	0.00
-0.05	0.00	0.00	0.00	0.21	0.02	0.00
0.45	0.00	0.00	0.00	0.09	0.10	0.00
0.40	0.00	0.04	0.00	0.00	0.00	0.04
0.26	0.00	0.03	0.00	0.00	0.00	0.08
0.13	0.00	0.02	0.00	0.00	0.00	0.06
-0.15	0.00	0.00	0.01	0.00	0.00	0.02
0.06	0.09	0.00	0.00	0.01	0.20	0.00
-0.22	0.04	0.00	0.00	0.04	0.09	0.04
-0.13	0.00	0.00	0.03	0.00	0.00	0.00
-0.04	0.00	0.02	0.00	0.00	0.03	0.10
-0.16	0.00	0.00	0.00	0.00	0.14	0.12
-0.12	0.01	0.07	0.00	0.00	0.44	0.28
0.21	0.04	0.01	0.00	0.02	0.67	0.19
-0.11	0.00	0.00	0.01	0.00	0.25	0.00
0.25	0.09	0.00	0.00	0.01	1.75	1.65
0.12	0.11	0.03	0.00	0.01	0.76	0.84
0.31	0.00	0.00	0.00	0.01	0.32	0.00
0.18	0.00	0.01	0.00	0.00	0.00	0.00
0.19	0.00	0.00	0.00	0.00	0.00	0.30
0.23	0.00	0.02	0.03	0.00	0.00	0.66
0.23	0.01	0.02	0.01	0.00	0.00	0.00
0.01	0.02	0.00	0.00	0.00	0.00	0.00
0.04	0.00	0.00	0.00	0.00	0.00	0.00
-0.12	0.01	0.00	0.05	0.00	0.00	0.00
0.14	0.01	0.00	0.01	0.00	0.00	0.00
-0.03	0.00	0.00	0.00	0.00	0.00	0.00
-0.13	0.00	0.04	0.00	0.00	0.02	0.00
0.11	0.05	0.00	0.03	0.00	0.02	0.00
-0.40	0.00	0.00	0.01	0.00	0.00	0.03
-0.30	0.02	0.00	0.00	0.00	0.00	0.01
0.02	0.00	0.00	0.00	0.01	0.07	0.00
0.01	0.00	0.00	0.00	0.00	0.00	0.00
0.01	0.00	0.00	0.00	0.00	0.05	0.00
0.19	0.00	0.21	0.20	0.01	0.00	0.00	9	 40.219470	 28.878963	  22	55.05	16	6	26
0.19	0.00	0.21	0.20	0.01	0.00	0.00
0.35	0.00	0.04	0.00	0.00	0.24	0.20
0.17	0.00	0.00	0.00	0.00	1.37	1.15
-0.11	0.00	0.05	0.00	0.00	0.45	0.00
0.23	0.00	0.00	0.00	0.00	0.00	0.00
0.08	0.00	0.03	0.00	0.00	0.00	0.00
-0.01	0.04	0.00	0.04	0.01	0.00	0.91
0.16	0.00	0.00	0.00	0.01	0.00	0.00
-0.15	0.05	0.06	0.00	0.00	0.00	0.00
-0.13	0.00	0.00	0.03	0.00	0.00	0.00
-0.02	0.00	0.06	0.00	0.00	0.00	0.00
-0.13	0.00	0.00	0.03	0.00	0.02	0.00
-0.15	0.00	0.00	0.01	0.00	0.04	0.00
-0.02	0.00	0.00	0.00	0.00	0.05	0.00
-0.07	0.00	0.00	0.00	0.00	0.05	0.00
0.20	0.00	0.00	0.00	0.00	0.05	0.00
0.41	0.10	0.00	0.00	0.00	0.00	0.00
0.02	0.05	0.00	0.00	0.01	0.00	0.01
0.17	0.05	0.17	0.70	0.05	0.00	0.01
-0.03	0.05	0.00	0.79	0.03	0.03	0.00
0.35	0.03	0.00	0.00	0.00	0.03	0.00
0.17	0.00	0.00	0.00	0.00	0.00	0.04
0.14	0.01	2.09	1.51	0.04	0.03	0.05
-0.07	0.01	1.09	2.54	0.01	0.00	0.00
-0.03	0.00	0.00	0.00	0.00	0.05	0.00
-0.05	0.00	0.08	0.00	0.00	0.00	0.00
-0.32	0.00	0.75	0.08	0.00	0.04	0.00
-0.04	0.00	0.63	0.35	0.01	0.00	0.00
-0.09	0.10	0.31	0.27	0.05	0.00	0.04
0.04	0.05	0.18	0.23	0.05	0.00	0.03
0.06	0.03	0.14	0.13	0.04	0.00	0.02
0.08	0.05	0.06	0.03	0.02	0.00	0.04
0.03	0.00	0.00	0.06	0.01	0.00	0.02
0.25	0.00	0.00	0.07	0.00	0.06	0.00
0.25	0.00	0.00	0.08	0.00	0.05	0.00
0.11	0.20	0.00	0.04	0.00	0.09	0.00
-0.09	0.39	0.02	0.04	0.00	0.00	0.00
-0.23	0.52	0.03	0.00	0.14	0.00	0.00
-0.33	0.47	0.00	0.00	0.65	0.00	0.02
0.07	0.13	0.00	0.00	0.00	0.00	0.04
-0.01	1.16	0.00	0.00	0.00	0.00	0.01
0.23	1.53	0.04	0.00	0.00	0.00	0.00
-0.10	0.00	0.01	0.03	1.26	0.08	0.00
-0.07	0.00	0.00	0.00	1.35	0.03	0.00
-0.08	0.00	0.00	0.00	0.00	0.00	0.01
0.13	0.18	0.00	0.02	0.00	0.00	0.01
-0.11	0.00	0.00	0.01	0.13	0.00	0.00
-0.06	0.00	0.01	0.00	0.27	0.00	0.00
-0.05	0.00	0.00	0.01	0.22	0.03	0.00
0.05	0.00	0.00	0.00	0.08	0.01	0.03
-0.15	0.00	0.00	0.01	0.04	0.00	0.00
0.11	0.00	0.00	0.00	0.02	0.00	0.00
0.11	0.00	0.00	0.00	0.00	0.01	0.00
0.10	0.00	0.00	0.00	0.00	0.00	0.02
0.35	0.00	0.00	0.05	0.00	0.00	0.00
-0.28	0.00	0.00	0.00	0.00	0.00	0.00
-0.24	0.01	0.00	0.00	0.01	0.08	0.03
-0.29	0.10	0.00	0.00	0.02	0.04	0.06
-0.06	0.00	0.00	0.00	0.02	0.12	0.15
-0.15	0.02	0.00	0.02	0.00	0.30	0.20
-0.11	0.00	0.00	0.02	0.00	0.50	0.36
0.02	0.07	0.05	0.01	0.01	0.40	0.00
0.02	0.00	0.00	0.02	0.00	0.00	0.08
0.41	0.00	0.00	0.00	0.00	1.64	1.28
0.10	0.04	0.00	0.00	0.00	0.34	0.00
0.28	0.00	0.00	0.05	0.00	0.00	0.00
0.34	0.00	0.01	0.02	0.00	0.00	0.00
0.16	0.03	0.00	0.05	0.01	0.05	0.78
-0.09	0.06	0.00	0.03	0.00	0.00	0.14
0.02	0.02	0.00	0.00	0.00	0.00	0.00
0.19	0.00	0.00	0.00	0.03	0.00	0.00
0.30	0.00	0.01	0.00	0.00	0.00	0.00
0.09	0.01	0.04	0.04	0.00	0.00	0.00
-0.31	0.00	0.03	0.00	0.01	0.00	0.00
-0.16	0.02	0.02	0.00	0.00	0.02	0.00
-0.09	0.00	0.00	0.00	0.00	0.00	0.00
0.13	0.05	0.02	0.00	0.01	0.00	0.00
-0.11	0.00	0.00	0.00	0.00	0.00	0.00
-0.11	0.00	0.00	0.00	0.02	0.03	0.00
0.10	0.00	0.00	0.00	0.00	0.03	0.00
-0.21	0.02	0.00	0.00	0.00	0.00	0.00
0.01	0.07	0.00	0.00	0.03	0.00	0.00
0.54	0.00	0.07	0.72	0.01	0.00	0.01
0.27	0.03	0.00	0.75	0.01	0.00	0.00
0.17	0.02	0.00	0.00	0.00	0.04	0.00
-0.23	0.00	0.06	0.19	0.01	0.00	0.00
0.16	0.00	0.00	0.00	0.12	0.01	0.01	9	 40.219470	 28.878892	  22	61.18	16	6	27
0.16	0.00	0.00	0.00	0.12	0.01	0.01
-0.06	0.00	0.00	0.01	0.00	0.00	0.00
-0.14	0.00	0.00	0.00	0.02	0.03	0.00
-0.15	0.00	0.00	0.01	0.02	0.01	0.00
0.10	0.00	0.00	0.00	0.00	0.00	0.00
0.15	0.00	0.00	0.00	0.00	0.00	0.00
0.52	0.01	0.00	0.00	0.00	0.02	0.00
-0.05	0.00	0.00	0.00	0.00	0.00	0.00
0.01	0.01	0.00	0.22	0.00	0.06	0.00
-0.15	0.00	0.43	1.15	0.02	0.00	0.01
-0.01	0.00	0.00	0.36	0.00	0.00	0.00
-0.44	0.00	1.60	2.51	0.06	0.00	0.00
0.33	0.00	0.00	0.00	0.00	0.00	0.00
-0.06	0.00	0.00	0.00	0.01	0.00	0.00
-0.20	0.00	0.45	0.02	0.00	0.00	0.00
0.06	0.00	0.43	0.25	0.01	0.00	0.01
-0.05	0.04	0.22	0.18	0.00	0.00	0.00
0.05	0.03	0.17	0.11	0.02	0.00	0.01
0.19	0.00	0.04	0.16	0.00	0.00	0.02
0.04	0.00	0.00	0.06	0.00	0.00	0.00
-0.00	0.00	0.02	0.02	0.00	0.02	0.00
0.07	0.08	0.03	0.03	0.01	0.00	0.00
-0.07	0.00	0.00	0.00	0.00	0.00	0.00
0.37	0.00	0.00	0.00	0.00	0.01	0.01
0.40	0.10	0.00	0.01	0.00	0.01	0.00
-0.21	0.31	0.00	0.04	0.00	0.05	0.00
0.15	0.46	0.04	0.00	0.00	0.01	0.00
-0.32	0.62	0.00	0.04	0.21	0.00	0.00
-0.08	0.04	0.00	0.00	0.67	0.00	0.00
0.08	1.29	0.01	0.00	0.00	0.00	0.03
0.03	2.37	0.08	0.00	0.00	0.00	0.03
0.04	0.00	0.00	0.02	2.03	0.00	0.02
0.05	0.00	0.01	0.02	0.69	0.03	0.02
0.07	0.08	0.02	0.01	0.00	0.00	0.00
-0.08	0.00	0.00	0.02	0.00	0.00	0.01
-0.22	0.00	0.01	0.00	0.26	0.00	0.04
0.32	0.00	0.00	0.02	0.28	0.00	0.03
0.29	0.00	0.00	0.00	0.24	0.00	0.05
0.32	0.00	0.00	0.00	0.16	0.00	0.01
-0.14	0.00	0.00	0.00	0.12	0.03	0.00
-0.09	0.05	0.00	0.01	0.05	0.05	0.01
-0.03	0.04	0.00	0.00	0.03	0.03	0.00
-0.19	0.00	0.00	0.00	0.02	0.00	0.00
0.02	0.00	0.02	0.00	0.00	0.00	0.00
0.17	0.00	0.01	0.00	0.00	0.00	0.00
-0.17	0.10	0.00	0.02	0.03	0.11	0.12
-0.12	0.00	0.00	0.04	0.02	0.23	0.23
-0.06	0.04	0.00	0.01	0.03	0.60	0.26
-0.28	0.03	0.05	0.03	0.01	0.68	0.37
-0.08	0.00	0.00	0.05	0.00	0.13	0.00
0.09	0.07	0.07	0.00	0.01	0.84	1.03
0.26	0.00	0.00	0.00	0.00	1.14	1.83
0.16	0.00	0.03	0.00	0.00	0.26	0.00
0.32	0.00	0.00	0.00	0.00	0.00	0.00
0.18	0.00	0.00	0.00	0.00	0.00	0.13
0.30	0.09	0.04	0.00	0.00	0.00	0.54
0.15	0.04	0.00	0.00	0.00	0.00	0.00
-0.06	0.06	0.00	0.06	0.00	0.00	0.00
0.10	0.03	0.00	0.05	0.01	0.00	0.00
-0.11	0.00	0.12	0.00	0.00	0.03	0.00
-0.25	0.00	0.07	0.00	0.00	0.02	0.00
-0.25	0.00	0.00	0.03	0.00	0.00	0.00
0.27	0.01	0.00	0.00	0.00	0.00	0.00
0.03	0.09	0.00	0.00	0.02	0.00	0.00
-0.09	0.01	0.00	0.00	0.01	0.00	0.00
-0.34	0.04	0.00	0.00	0.00	0.00	0.02
-0.20	0.00	0.00	0.00	0.00	0.00	0.03
0.22	0.00	0.00	0.00	0.00	0.01	0.00
0.24	0.00	0.00	0.00	0.00	0.10	0.00
0.14	0.00	0.00	0.00	0.00	0.01	0.00
-0.01	0.02	0.27	0.85	0.01	0.00	0.03
0.04	0.01	0.00	0.63	0.01	0.00	0.00
0.28	0.05	0.00	0.00	0.00	0.04	0.00
0.17	0.01	1.31	0.99	0.02	0.03	0.01
-0.14	0.01	2.19	2.91	0.08	0.00	0.00
-0.21	0.00	0.22	0.00	0.00	0.00	0.00
-0.25	0.00	0.00	0.00	0.00	0.00	0.00
-0.02	0.00	0.49	0.00	0.00	0.00	0.00
-0.24	0.00	0.56	0.22	0.00	0.00	0.02
0.07	0.00	0.27	0.23	0.00	0.00	0.00
0.08	0.00	0.11	0.18	0.00	0.04	0.00
-0.10	0.00	0.07	0.14	0.00	0.00	0.00
0.03	0.00	0.03	0.08	0.00	0.04	0.00
-0.06	0.02	0.00	0.09	0.00	0.00	0.00
0.11	0.09	0.05	0.06	0.00	0.00	0.02
-0.01	0.00	0.02	0.05	0.00	0.00	0.00	9	 40.219474	 28.878816	  23	67.55	16	6	28
-0.01	0.00	0.02	0.05	0.00	0.00	0.00
-0.16	0.00	1.63	2.52	0.05	0.00	0.00
-0.04	0.00	0.00	0.00	0.00	0.00	0.01
0.23	0.00	0.43	0.00	0.01	0.01	0.00
0.07	0.00	0.64	0.27	0.00	0.00	0.00
-0.06	0.00	0.32	0.29	0.00	0.00	0.00
0.08	0.00	0.23	0.26	0.01	0.00	0.01
0.52	0.00	0.10	0.16	0.01	0.04	0.00
0.34	0.00	0.00	0.10	0.00	0.04	0.01
-0.10	0.03	0.04	0.05	0.00	0.00	0.00
-0.14	0.02	0.00	0.04	0.00	0.04	0.00
-0.05	0.02	0.00	0.02	0.00	0.00	0.01
-0.15	0.02	0.01	0.02	0.00	0.00	0.00
0.09	0.02	0.03	0.04	0.00	0.00	0.00
-0.08	0.00	0.00	0.01	0.69	0.03	0.00
-0.25	0.44	0.00	0.00	0.00	0.00	0.00
0.06	2.27	0.08	0.00	0.00	0.00	0.00
0.13	0.28	0.00	0.02	0.82	0.01	0.00
-0.04	0.00	0.00	0.01	1.51	0.04	0.00
-0.30	0.00	0.00	0.00	0.00	0.00	0.00
0.05	0.35	0.00	0.01	0.00	0.00	0.01
0.15	0.00	0.00	0.02	0.11	0.01	0.00
0.11	0.00	0.00	0.00	0.24	0.01	0.00
-0.09	0.00	0.01	0.02	0.24	0.11	0.00
-0.09	0.00	0.01	0.02	0.15	0.00	0.03
0.04	0.00	0.04	0.01	0.06	0.00	0.02
-0.04	0.00	0.01	0.00	0.04	0.00	0.04
0.09	0.09	0.00	0.00	0.04	0.00	0.01
0.12	0.00	0.00	0.00	0.02	0.10	0.00
0.27	0.00	0.00	0.01	0.00	0.00	0.00
0.13	0.00	0.00	0.00	0.00	0.00	0.06
0.07	0.02	0.00	0.00	0.00	0.00	0.11
-0.25	0.09	0.00	0.00	0.00	0.11	0.07
0.10	0.01	0.01	0.00	0.00	0.12	0.22
0.23	0.01	0.00	0.02	0.01	0.45	0.34
-0.17	0.05	0.00	0.02	0.01	0.76	0.27
0.14	0.00	0.00	0.03	0.00	0.17	0.00
0.30	0.04	0.01	0.05	0.00	0.99	0.87
0.19	0.00	0.00	0.00	0.00	1.61	1.64
0.23	0.01	0.03	0.00	0.00	0.19	0.20
0.15	0.00	0.03	0.03	0.00	0.00	0.00
0.61	0.04	0.00	0.03	0.01	0.00	0.00
0.09	0.00	0.00	0.00	0.01	0.00	0.22
0.12	0.00	0.03	0.00	0.00	0.00	0.00
0.16	0.00	0.08	0.00	0.00	0.00	0.00
0.10	0.00	0.11	0.00	0.00	0.00	0.00
-0.27	0.00	0.08	0.00	0.00	0.00	0.00
-0.11	0.00	0.01	0.00	0.00	0.00	0.00
-0.02	0.08	0.02	0.03	0.01	0.02	0.00
-0.02	0.02	0.00	0.00	0.01	0.00	0.00
-0.01	0.00	0.00	0.00	0.01	0.00	0.07
-0.09	0.03	0.00	0.00	0.00	0.00	0.00
-0.14	0.03	0.00	0.00	0.00	0.04	0.00
-0.05	0.03	0.00	0.00	0.00	0.00	0.00
0.08	0.02	0.00	0.00	0.00	0.00	0.01
0.15	0.05	0.00	0.00	0.00	0.00	0.01
0.19	0.05	0.00	1.22	0.05	0.00	0.00
0.14	0.00	0.00	0.00	0.00	0.00	0.01
0.28	0.00	0.00	0.00	0.02	0.03	0.00
0.31	0.00	0.75	0.00	0.01	0.00	0.00
-0.12	0.06	2.61	3.27	0.12	0.00	0.01
-0.04	0.06	0.34	0.87	0.03	0.00	0.00
0.18	0.00	0.00	0.00	0.01	0.00	0.03
-0.07	0.04	0.73	0.00	0.00	0.00	0.00
-0.06	0.02	0.74	0.23	0.00	0.00	0.03
-0.08	0.05	0.41	0.27	0.02	0.02	0.05
0.10	0.02	0.32	0.22	0.03	0.00	0.00
0.22	0.00	0.10	0.16	0.00	0.00	0.00
-0.04	0.00	0.00	0.11	0.00	0.01	0.00
0.01	0.00	0.00	0.14	0.00	0.03	0.00
-0.05	0.07	0.04	0.03	0.00	0.00	0.01
-0.04	0.10	0.03	0.01	0.00	0.05	0.00
-0.07	0.16	0.00	0.00	0.00	0.00	0.03
-0.01	0.19	0.01	0.00	0.00	0.00	0.01
-0.14	0.43	0.03	0.00	0.00	0.00	0.02
-0.17	0.65	0.00	0.00	0.04	0.00	0.00
-0.19	0.27	0.00	0.00	0.70	0.00	0.02
-0.11	0.32	0.00	0.00	0.00	0.01	0.02
-0.04	1.74	0.02	0.00	0.00	0.00	0.00
-0.14	1.45	0.02	0.00	0.00	0.00	0.01
-0.04	0.00	0.01	0.02	1.86	0.11	0.00
-0.16	0.00	0.00	0.02	0.69	0.00	0.00
0.16	0.06	0.01	0.00	0.00	0.00	0.00
0.22	0.00	0.00	0.00	0.00	0.00	0.00
0.04	0.00	0.00	0.00	0.37	0.03	0.00
-0.10	0.02	0.00	0.00	0.04	0.03	0.00
